,kl,dl,tg,rj,hr,up,lh,tn,jk,ka,mh,pb,ap,ut,or,py,wb,ch,ct,gj,hp,mp,br,mn,mz,ga,an,jh,as,ar,dn,tr,nl
name,Kerala,Delhi,Telangana,Rajasthan,Haryana,Uttar Pradesh,Ladakh,Tamil Nadu,Jammu and Kashmir,Karnataka,Maharashtra,Punjab,Andhra Pradesh,Uttarakhand,Odisha,Puducherry,West Bengal,Chandigarh,Chhattisgarh,Gujarat,Himachal Pradesh,Madhya Pradesh,Bihar,Manipur,Mizoram,Goa,Andaman and Nicobar Islands,Jharkhand,Assam,Arunachal Pradesh,Dadra and Nagar Haveli,Tripura,Nagaland
